ndvi,lat,lon,alt,acs,species,UNIQ_ID
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,448
100,-17.25,-71.25,1336,LA1958,S. chilense,449
108,-23.6833,-68.0667,2390,LA2884,S. chilense,450
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,451
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,452
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,453
124,-7.18,-78.52,1340,LA2167,S. habrochaites,454
106,-16.2083,-73.6333,320,LA716,S. pennellii,455
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,456
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,457
124,-17.5333,-70.0333,3015,LA1969,S. chilense,458
107,-25.4,-70.4,660,LA2891,S. chilense,459
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,460
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,461
127,-12.45,-75.925,3540,LA1691,S. habrochaites,462
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,463
111,-9.5167,-78.0083,740,LA2580,S. pennellii,464
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,465
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,466
105,-20.4833,-69.9833,1020,LA2748,S. chilense,467
106,-20.9167,-69.0667,2460,LA2931,S. chilense,468
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,469
111,-11.5667,-76.73,1840,LA361,S. habrochaites,470
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,471
111,-11.9008,-76.6633,1020,LA1367,S. pennellii,472
112,-16.1383,-73.6428,480,LA3788,S. pennellii,473
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,474
123,-10.15,-77.35,3540,LA3795,S. peruvianum,475
115,-18.2667,-69.5833,3260,LA2773,S. chilense,476
131,-13.925,-73.025,2880,LA1028,S. chmielewskii,477
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,478
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,479
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,480
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,481
100,-17.25,-71.25,1336,LA1958,S. chilense,482
108,-23.6833,-68.0667,2390,LA2884,S. chilense,483
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,484
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,485
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,486
124,-7.18,-78.52,1340,LA2167,S. habrochaites,487
106,-16.2083,-73.6333,320,LA716,S. pennellii,488
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,489
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,490
107,-25.4,-70.4,660,LA2891,S. chilense,491
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,492
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,493
127,-12.45,-75.925,3540,LA1691,S. habrochaites,494
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,495
111,-9.5167,-78.0083,740,LA2580,S. pennellii,496
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,497
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,498
105,-20.4833,-69.9833,1020,LA2748,S. chilense,499
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,500
111,-11.5667,-76.73,1840,LA361,S. habrochaites,501
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,502
111,-11.9008,-76.6633,1020,LA1367,S. pennellii,503
112,-16.1383,-73.6428,480,LA3788,S. pennellii,504
123,-10.15,-77.35,3540,LA3795,S. peruvianum,505
115,-18.2667,-69.5833,3260,LA2773,S. chilense,506
131,-13.925,-73.025,2880,LA1028,S. chmielewskii,507
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,508
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,509
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,510
100,-17.25,-71.25,1336,LA1958,S. chilense,511
108,-23.6833,-68.0667,2390,LA2884,S. chilense,512
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,513
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,514
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,515
106,-16.2083,-73.6333,320,LA716,S. pennellii,516
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,517
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,518
124,-17.5333,-70.0333,3015,LA1969,S. chilense,519
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,520
127,-12.45,-75.925,3540,LA1691,S. habrochaites,521
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,522
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,523
105,-20.4833,-69.9833,1020,LA2748,S. chilense,524
106,-20.9167,-69.0667,2460,LA2931,S. chilense,525
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,526
111,-11.5667,-76.73,1840,LA361,S. habrochaites,527
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,528
112,-16.1383,-73.6428,480,LA3788,S. pennellii,529
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,530
123,-10.15,-77.35,3540,LA3795,S. peruvianum,531
131,-13.925,-73.025,2880,LA1028,S. chmielewskii,532
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,533
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,534
106,-14.4492,-75.2203,620,LA1912,S. pennellii,535
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,536
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,537
108,-23.6833,-68.0667,2390,LA2884,S. chilense,538
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,539
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,540
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,541
124,-7.18,-78.52,1340,LA2167,S. habrochaites,542
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,543
107,-25.4,-70.4,660,LA2891,S. chilense,544
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,545
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,546
127,-12.45,-75.925,3540,LA1691,S. habrochaites,547
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,548
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,549
111,-11.5667,-76.73,1840,LA361,S. habrochaites,550
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,551
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,552
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,553
106,-20.9167,-69.0667,2460,LA2931,S. chilense,554
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,555
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,556
124,-7.18,-78.52,1340,LA2167,S. habrochaites,557
127,-12.45,-75.925,3540,LA1691,S. habrochaites,558
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,559
111,-9.5167,-78.0083,740,LA2580,S. pennellii,560
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,561
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,562
105,-20.4833,-69.9833,1020,LA2748,S. chilense,563
106,-20.9167,-69.0667,2460,LA2931,S. chilense,564
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,565
111,-11.5667,-76.73,1840,LA361,S. habrochaites,566
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,567
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,568
123,-10.15,-77.35,3540,LA3795,S. peruvianum,569
115,-18.2667,-69.5833,3260,LA2773,S. chilense,570
131,-13.925,-73.025,2880,LA1028,S. chmielewskii,571
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,572
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,573
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,574
106,-14.4492,-75.2203,620,LA1912,S. pennellii,575
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,576
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,577
100,-17.25,-71.25,1336,LA1958,S. chilense,578
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,579
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,580
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,581
124,-7.18,-78.52,1340,LA2167,S. habrochaites,582
106,-16.2083,-73.6333,320,LA716,S. pennellii,583
124,-17.5333,-70.0333,3015,LA1969,S. chilense,584
107,-25.4,-70.4,660,LA2891,S. chilense,585
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,586
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,587
127,-12.45,-75.925,3540,LA1691,S. habrochaites,588
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,589
111,-9.5167,-78.0083,740,LA2580,S. pennellii,590
106,-20.9167,-69.0667,2460,LA2931,S. chilense,591
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,592
111,-11.5667,-76.73,1840,LA361,S. habrochaites,593
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,594
111,-11.9008,-76.6633,1020,LA1367,S. pennellii,595
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,596
123,-10.15,-77.35,3540,LA3795,S. peruvianum,597
115,-18.2667,-69.5833,3260,LA2773,S. chilense,598
131,-13.925,-73.025,2880,LA1028,S. chmielewskii,599
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,600
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,601
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,602
106,-14.4492,-75.2203,620,LA1912,S. pennellii,603
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,604
100,-17.25,-71.25,1336,LA1958,S. chilense,605
108,-23.6833,-68.0667,2390,LA2884,S. chilense,606
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,607
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,608
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,609
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,610
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,611
124,-17.5333,-70.0333,3015,LA1969,S. chilense,612
107,-25.4,-70.4,660,LA2891,S. chilense,613
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,614
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,615
127,-12.45,-75.925,3540,LA1691,S. habrochaites,616
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,617
111,-9.5167,-78.0083,740,LA2580,S. pennellii,618
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,619
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,620
105,-20.4833,-69.9833,1020,LA2748,S. chilense,621
106,-20.9167,-69.0667,2460,LA2931,S. chilense,622
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,623
111,-11.5667,-76.73,1840,LA361,S. habrochaites,624
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,625
124,-7.18,-78.52,1340,LA2167,S. habrochaites,626
112,-16.1383,-73.6428,480,LA3788,S. pennellii,627
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,628
115,-18.2667,-69.5833,3260,LA2773,S. chilense,629
131,-13.925,-73.025,2880,LA1028,S. chmielewskii,630
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,631
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,632
106,-14.4492,-75.2203,620,LA1912,S. pennellii,633
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,634
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,635
100,-17.25,-71.25,1336,LA1958,S. chilense,636
108,-23.6833,-68.0667,2390,LA2884,S. chilense,637
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,638
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,639
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,640
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,641
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,642
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,643
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,644
127,-12.45,-75.925,3540,LA1691,S. habrochaites,645
111,-9.5167,-78.0083,740,LA2580,S. pennellii,646
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,647
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,648
105,-20.4833,-69.9833,1020,LA2748,S. chilense,649
106,-20.9167,-69.0667,2460,LA2931,S. chilense,650
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,651
111,-11.5667,-76.73,1840,LA361,S. habrochaites,652
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,653
124,-7.18,-78.52,1340,LA2167,S. habrochaites,654
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,655
123,-10.15,-77.35,3540,LA3795,S. peruvianum,656
115,-18.2667,-69.5833,3260,LA2773,S. chilense,657
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,658
106,-14.4492,-75.2203,620,LA1912,S. pennellii,659
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,660
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,661
100,-17.25,-71.25,1336,LA1958,S. chilense,662
108,-23.6833,-68.0667,2390,LA2884,S. chilense,663
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,664
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,665
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,666
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,667
124,-17.5333,-70.0333,3015,LA1969,S. chilense,668
107,-25.4,-70.4,660,LA2891,S. chilense,669
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,670
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,671
127,-12.45,-75.925,3540,LA1691,S. habrochaites,672
111,-9.5167,-78.0083,740,LA2580,S. pennellii,673
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,674
105,-20.4833,-69.9833,1020,LA2748,S. chilense,675
106,-20.9167,-69.0667,2460,LA2931,S. chilense,676
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,677
111,-11.5667,-76.73,1840,LA361,S. habrochaites,678
124,-7.18,-78.52,1340,LA2167,S. habrochaites,679
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,680
123,-10.15,-77.35,3540,LA3795,S. peruvianum,681
115,-18.2667,-69.5833,3260,LA2773,S. chilense,682
115,-18.2667,-69.5833,3260,LA2773,S. chilense,683
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,684
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,685
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,686
106,-14.4492,-75.2203,620,LA1912,S. pennellii,687
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,688
100,-17.25,-71.25,1336,LA1958,S. chilense,689
108,-23.6833,-68.0667,2390,LA2884,S. chilense,690
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,691
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,692
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,693
124,-7.18,-78.52,1340,LA2167,S. habrochaites,694
106,-16.2083,-73.6333,320,LA716,S. pennellii,695
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,696
124,-17.5333,-70.0333,3015,LA1969,S. chilense,697
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,698
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,699
127,-12.45,-75.925,3540,LA1691,S. habrochaites,700
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,701
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,702
105,-20.4833,-69.9833,1020,LA2748,S. chilense,703
105,-20.4833,-69.9833,1020,LA2748,S. chilense,704
106,-20.9167,-69.0667,2460,LA2931,S. chilense,705
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,706
111,-11.5667,-76.73,1840,LA361,S. habrochaites,707
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,708
124,-7.18,-78.52,1340,LA2167,S. habrochaites,709
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,710
123,-10.15,-77.35,3540,LA3795,S. peruvianum,711
115,-18.2667,-69.5833,3260,LA2773,S. chilense,712
115,-18.2667,-69.5833,3260,LA2773,S. chilense,713
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,714
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,715
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,716
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,717
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,718
100,-17.25,-71.25,1336,LA1958,S. chilense,719
108,-23.6833,-68.0667,2390,LA2884,S. chilense,720
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,721
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,722
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,723
124,-7.18,-78.52,1340,LA2167,S. habrochaites,724
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,725
107,-25.4,-70.4,660,LA2891,S. chilense,726
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,727
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,728
127,-12.45,-75.925,3540,LA1691,S. habrochaites,729
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,730
111,-9.5167,-78.0083,740,LA2580,S. pennellii,731
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,732
105,-20.4833,-69.9833,1020,LA2748,S. chilense,733
106,-20.9167,-69.0667,2460,LA2931,S. chilense,734
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,735
111,-11.5667,-76.73,1840,LA361,S. habrochaites,736
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,737
124,-7.18,-78.52,1340,LA2167,S. habrochaites,738
123,-10.15,-77.35,3540,LA3795,S. peruvianum,739
115,-18.2667,-69.5833,3260,LA2773,S. chilense,740
115,-18.2667,-69.5833,3260,LA2773,S. chilense,741
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,742
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,743
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,744
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,745
108,-23.6833,-68.0667,2390,LA2884,S. chilense,746
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,747
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,748
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,749
124,-7.18,-78.52,1340,LA2167,S. habrochaites,750
106,-16.2083,-73.6333,320,LA716,S. pennellii,751
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,752
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,753
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,754
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,755
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,756
105,-20.4833,-69.9833,1020,LA2748,S. chilense,757
106,-20.9167,-69.0667,2460,LA2931,S. chilense,758
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,759
111,-11.5667,-76.73,1840,LA361,S. habrochaites,760
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,761
124,-7.18,-78.52,1340,LA2167,S. habrochaites,762
112,-16.1383,-73.6428,480,LA3788,S. pennellii,763
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,764
123,-10.15,-77.35,3540,LA3795,S. peruvianum,765
115,-18.2667,-69.5833,3260,LA2773,S. chilense,766
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,767
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,768
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,769
106,-14.4492,-75.2203,620,LA1912,S. pennellii,770
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,771
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,772
100,-17.25,-71.25,1336,LA1958,S. chilense,773
108,-23.6833,-68.0667,2390,LA2884,S. chilense,774
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,775
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,776
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,777
124,-7.18,-78.52,1340,LA2167,S. habrochaites,778
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,779
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,780
124,-17.5333,-70.0333,3015,LA1969,S. chilense,781
107,-25.4,-70.4,660,LA2891,S. chilense,782
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,783
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,784
127,-12.45,-75.925,3540,LA1691,S. habrochaites,785
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,786
111,-9.5167,-78.0083,740,LA2580,S. pennellii,787
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,788
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,789
106,-20.9167,-69.0667,2460,LA2931,S. chilense,790
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,791
111,-11.5667,-76.73,1840,LA361,S. habrochaites,792
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,793
124,-7.18,-78.52,1340,LA2167,S. habrochaites,794
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,795
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,796
106,-14.4492,-75.2203,620,LA1912,S. pennellii,797
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,798
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,799
100,-17.25,-71.25,1336,LA1958,S. chilense,800
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,801
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,802
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,803
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,804
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,805
124,-17.5333,-70.0333,3015,LA1969,S. chilense,806
107,-25.4,-70.4,660,LA2891,S. chilense,807
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,808
127,-12.45,-75.925,3540,LA1691,S. habrochaites,809
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,810
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,811
105,-20.4833,-69.9833,1020,LA2748,S. chilense,812
106,-20.9167,-69.0667,2460,LA2931,S. chilense,813
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,814
118,-14.2667,-74.9167,2920,LA1918,S. habrochaites,815
112,-16.1383,-73.6428,480,LA3788,S. pennellii,816
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,817
123,-10.15,-77.35,3540,LA3795,S. peruvianum,818
115,-18.2667,-69.5833,3260,LA2773,S. chilense,819
115,-18.2667,-69.5833,3260,LA2773,S. chilense,820
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,821
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,822
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,823
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,824
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,825
100,-17.25,-71.25,1336,LA1958,S. chilense,826
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,827
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,828
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,829
124,-7.18,-78.52,1340,LA2167,S. habrochaites,830
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,831
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,832
107,-25.4,-70.4,660,LA2891,S. chilense,833
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,834
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,835
127,-12.45,-75.925,3540,LA1691,S. habrochaites,836
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,837
120,-13.3833,-75.3583,3360,LA1305,S. peruvianum,838
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,839
105,-20.4833,-69.9833,1020,LA2748,S. chilense,840
106,-20.9167,-69.0667,2460,LA2931,S. chilense,841
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,842
111,-11.5667,-76.73,1840,LA361,S. habrochaites,843
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,844
124,-7.18,-78.52,1340,LA2167,S. habrochaites,845
112,-16.1383,-73.6428,480,LA3788,S. pennellii,846
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,847
123,-10.15,-77.35,3540,LA3795,S. peruvianum,848
115,-18.2667,-69.5833,3260,LA2773,S. chilense,849
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,850
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,851
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,852
100,-17.25,-71.25,1336,LA1958,S. chilense,853
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,854
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,855
100,-17.25,-71.25,1336,LA1958,S. chilense,856
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,857
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,858
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,859
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,860
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,861
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,862
107,-25.4,-70.4,660,LA2891,S. chilense,863
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,864
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,865
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,866
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,867
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,868
110,-16.2333,-71.7,2585,LA1973,S. peruvianum,869
106,-20.9167,-69.0667,2460,LA2931,S. chilense,870
132,-13.4167,-73.8417,2000,LA1317,S. chmielewskii,871
111,-11.5667,-76.73,1840,LA361,S. habrochaites,872
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,873
124,-7.18,-78.52,1340,LA2167,S. habrochaites,874
112,-16.1383,-73.6428,480,LA3788,S. pennellii,875
107,-16.2094,-73.6222,75,LA1336,S. peruvianum,876
115,-18.2667,-69.5833,3260,LA2773,S. chilense,877
115,-18.2667,-69.5833,3260,LA2773,S. chilense,878
136,-13.6833,-72.9583,2300,LA1318,S. chmielewskii,879
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,880
100,-17.25,-71.25,1336,LA1958,S. chilense,881
110,-15.7878,-73.3939,1935,LA3791,S. pennellii,882
113,-16.6072,-72.6964,27,LA1474,S. peruvianum,883
100,-17.25,-71.25,1336,LA1958,S. chilense,884
108,-23.6833,-68.0667,2390,LA2884,S. chilense,885
130,-12.95,-74.0167,3340,LA1306,S. chmielewskii,886
137,-13.7333,-71.9833,3110,LA2663,S. chmielewskii,887
121,-10.1417,-77.3833,3140,LA1363,S. habrochaites,888
124,-7.18,-78.52,1340,LA2167,S. habrochaites,889
124,-15.7833,-74.3917,2240,LA446,S. peruvianum,890
107,-17.0167,-72.0833,0,LA1954,S. peruvianum,891
124,-17.5333,-70.0333,3015,LA1969,S. chilense,892
107,-25.4,-70.4,660,LA2891,S. chilense,893
135,-13.3925,-73.915,3100,LA1316,S. chmielewskii,894
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,895
128,-14.1525,-71.3886,3480,LA2695,S. chmielewskii,896
128,-5.7667,-77.8667,2160,LA2204,S. habrochaites,897
111,-9.55,-77.8917,1340,LA1361,S. habrochaites,898
106,-20.9167,-69.0667,2460,LA2931,S. chilense,899
